timestamp,mse,mae,count
2025-06-29 17:51:17.472401,0.06421156004496925,0.25340000008873176,2
2025-06-29 17:52:44.912418,7.522213865132592,2.6292500000199652,2
2025-06-29 17:54:35.560265,5.026279326750513,1.8146666666677145,3
2025-06-29 17:55:34.952011,12.635513497452239,2.849774999991496,4
2025-06-29 17:57:35.373878,19.029150389804364,3.6155399999814106,5
2025-06-29 17:59:35.333308,21.764191926530156,4.00513333332007,6
2025-06-29 18:01:36.150486,19.0896264570336,3.68214285713371,7
2025-06-29 18:02:36.430178,17.083702354911182,3.4398999999939406,8
2025-06-29 18:03:37.597906,17.5867733643457,3.574222222214707,9
2025-06-29 18:04:40.572600,15.835445548911029,3.243909999993048,10
2025-06-29 18:05:39.656190,14.402540972646296,2.9736545454480536,11
2025-06-29 18:07:40.246012,18.84180063813879,3.4113833333200696,12
2025-06-29 18:08:40.313841,21.629251531371775,3.7198538461424713,13
2025-06-29 18:15:20.566617,24.018495154142904,3.984257142847387,14
2025-06-29 18:15:39.912537,26.089172960544552,4.213406666658314,15
2025-06-29 18:17:36.242354,73.81660117599517,5.7064499999896725,16
2025-06-29 18:18:11.807268,115.9290378366869,7.023841176458518,17
2025-06-29 18:20:37.077184,116.4809644684921,7.256899999986571,18
2025-06-29 18:21:01.606088,116.97479356010727,7.465426315774828,19
2025-06-29 18:21:01.589054,116.97479356010727,7.465426315774828,19
2025-06-29 18:23:07.020526,116.71695065008407,7.6208749999852445,20
2025-06-29 18:23:46.526329,116.48366420768214,7.7615190476041915,21
2025-06-29 18:26:47.328669,101.77434260494634,9.997450000002573,2
2025-06-29 18:27:47.828297,67.86129298997392,6.727500000027551,3
2025-06-29 18:28:45.219354,51.21666543253653,5.328775000045425,4
2025-06-29 18:30:46.248054,43.14434196416157,4.9219600000564245,5
2025-06-29 18:32:54.730775,35.97241191013146,4.157600000042294,6
2025-06-29 18:33:58.622269,56.24619681552752,5.469014285739312,7
2025-06-29 18:35:02.275920,92.5963087939057,7.114037500030463,8
2025-06-29 18:36:03.849151,120.86861811042208,8.393500000034692,9
2025-06-29 18:37:07.949739,120.04299846047998,8.615340000035939,10
2025-06-29 18:38:10.635137,137.51508660405085,9.438509090941146,11
2025-06-29 18:39:13.622859,152.07516005702658,10.12448333336215,12
2025-06-29 18:40:16.405600,163.56228568428062,10.681146153875698,13
2025-06-29 18:41:19.421377,270.93896267914477,12.8344142857438,14
2025-06-29 18:42:22.568852,283.34172546140314,13.403926666698924,15
2025-06-29 18:43:25.783125,349.94566446045314,14.861731250035518,16
2025-06-29 18:44:29.348944,335.4447979632842,14.585752941205797,17
2025-06-29 18:45:32.040045,322.5551388546896,14.34043888891271,18
2025-06-29 18:46:34.384680,311.0222859680523,14.120947368439948,19
2025-06-29 18:47:25.147732,300.64271837007874,13.923405000014464,20
2025-06-29 18:48:47.948517,291.25168101953125,13.744676190486643,21
2025-06-29 18:50:49.214027,291.99027617731514,13.91699545455644,22
2025-06-29 18:51:52.714181,292.66464566920484,14.074330434794081,23
2025-06-29 18:52:56.432908,293.2828177034371,14.218554166678587,24
2025-06-29 18:53:58.520090,293.85153597493075,14.35124000001233,25
2025-06-29 18:55:01.818136,357.7092751160301,15.499492307705692,26
2025-06-29 18:56:05.352053,416.8368113577887,16.56268888890325,27
2025-06-29 18:57:09.054167,470.9823692383817,17.54133928572992,28
2025-06-29 18:58:11.185664,521.3937507134166,18.452496551740953,29
2025-06-29 18:59:13.551562,568.4443734234491,19.30291000001792,30
2025-06-29 19:00:12.956914,612.4594720876731,20.098458064535084,31
2025-06-29 19:02:23.764129,660.0381121362982,20.914312500019605,32
2025-06-29 19:03:26.788831,704.7331982425823,21.680721212141428,33
2025-06-29 19:04:24.948692,738.7488888168748,22.31194705884606,34
2025-06-29 19:06:34.683927,773.9381903711624,22.94271714288126,35
2025-06-29 19:07:12.268916,807.1725307279894,23.538444444470063,36
2025-06-29 19:08:53.792010,838.6344169574079,24.102240540567436,37
2025-06-29 19:09:57.924449,849.0339007346965,24.3923315789752,38
2025-06-29 19:11:01.491470,858.9000776516116,24.667546153874866,39
2025-06-29 19:12:04.148064,838.235101599303,24.1929425000264,40
2025-06-29 19:13:07.014843,818.5754032080843,23.741246341487745,41
2025-06-29 19:14:09.707166,799.8545849307318,23.31129761906985,42
2025-06-29 19:15:12.474077,782.0045023872095,22.90134651164814,43
2025-06-29 19:16:14.244710,765.687927835002,22.562786363656247,44
2025-06-29 19:17:18.382699,750.0965343740037,22.239273333352887,45
2025-06-29 19:18:23.077686,735.1830275852226,21.92982608697576,46
2025-06-29 19:19:24.224313,720.9041381066024,21.63354680852957,47
2025-06-29 19:20:27.233525,709.145564272921,21.4434666666851,48
2025-06-29 19:21:29.783357,697.866932228369,21.261144897977143,49
2025-06-29 19:22:33.439485,687.0394454655991,21.0861160000175,50
2025-06-29 19:23:37.729901,676.6365660268594,20.917950980409216,51
2025-06-29 19:24:40.272031,663.6272719157666,20.52321153847907,52
2025-06-29 19:25:42.179097,651.108894563583,20.143367924546286,53
2025-06-29 19:26:54.805400,639.6123635094299,19.872272222238717,54
2025-06-29 19:27:59.144441,628.5338881299732,19.611034545469607,55
2025-06-29 19:29:02.523472,617.8530401569276,19.3593053571567,56
2025-06-29 19:30:03.192913,607.0498718762744,19.044924561415286,57
2025-06-29 19:31:07.378161,596.6192266397818,18.7413844827684,58
2025-06-29 19:32:11.754338,586.5421625977465,18.448133898312935,59
2025-06-29 19:33:13.956576,579.2321837917467,18.34338500000619,60
